Date,Country,Cases,Pop
2021-05-05,Luxembourg,147,626108
2021-05-05,Malta,30,514564
2021-05-05,Netherlands,7758,17407585
2021-05-05,Norway,482,5367580
2021-05-05,Poland,2296,37958138
2021-05-05,Portugal,258,10295909
2021-05-05,Romania,994,19328838
2021-05-05,Slovakia,715,5457873
2021-05-05,Slovenia,907,2095861
2021-05-05,Spain,6317,47332614
2021-05-05,Sweden,6482,10327589
2021-06-05,Austria,286,8901064
2021-06-05,Belgium,650,11522440
2021-06-05,Bulgaria,157,6951482
2021-06-05,Croatia,88,4058165
2021-06-05,Cyprus,83,888005
2021-06-05,Czechia,320,10693939
2021-06-05,Denmark,927,5822763
2021-06-05,Estonia,63,1328976
2021-06-05,Finland,125,5525292
2021-06-05,France,6953,67320216
2021-06-05,Germany,2294,83166711
2021-06-05,Greece,1106,10718565
2021-06-05,Hungary,300,9769526
2021-06-05,Iceland,7,364134
2021-06-05,Ireland,511,4964440
2021-06-05,Italy,2556,59641488
2021-06-05,Latvia,259,1907675
2021-06-05,Liechtenstein,1,38747
2021-06-05,Lithuania,341,2794090
2021-06-05,Luxembourg,94,626108
2021-06-05,Malta,9,514564
2021-06-05,Netherlands,2395,17407585
2021-06-05,Norway,288,5367580
2021-06-05,Poland,319,37958138
2021-06-05,Portugal,430,10295909
2021-06-05,Romania,225,19328838
2021-06-05,Slovakia,170,5457873
2021-06-05,Slovenia,281,2095861
2021-06-05,Spain,0,47332614
2021-06-05,Sweden,756,10327589
2021-07-05,Austria,73,8901064
2021-07-05,Belgium,987,11522440
2021-07-05,Bulgaria,19,6951482
2021-07-05,Croatia,56,4058165
2021-07-05,Cyprus,577,888005
2021-07-05,Czechia,107,10693939
2021-07-05,Denmark,392,5822763
2021-07-05,Estonia,19,1328976
2021-07-05,Finland,91,5525292
2021-07-05,France,2549,67320216
2021-07-05,Germany,212,83166711
2021-07-05,Greece,617,10718565
2021-07-05,Hungary,65,9769526
2021-07-05,Iceland,0,364134
2021-07-05,Ireland,562,4964440
2021-07-05,Italy,806,59641488
2021-07-05,Latvia,31,1907675
2021-07-05,Liechtenstein,0,38747
2021-07-05,Lithuania,18,2794090
2021-07-05,Luxembourg,0,626108
2021-07-05,Malta,12,514564
2021-07-05,Netherlands,1202,17407585
2021-07-05,Norway,0,5367580
2021-07-05,Poland,55,37958138
2021-07-05,Portugal,2041,10295909
2021-07-05,Romania,33,19328838
2021-07-05,Slovakia,24,5457873
2021-07-05,Slovenia,8,2095861
2021-07-05,Spain,32607,47332614
2021-07-05,Sweden,414,10327589
2021-08-05,Austria,597,8901064
2021-08-05,Belgium,1820,11522440
2021-08-05,Bulgaria,429,6951482
2021-08-05,Croatia,271,4058165
2021-08-05,Cyprus,575,888005
2021-08-05,Czechia,206,10693939
2021-08-05,Denmark,927,5822763
2021-08-05,Estonia,258,1328976
2021-08-05,Finland,872,5525292
2021-08-05,France,28784,67320216
2021-08-05,Germany,3539,83166711
2021-08-05,Greece,2855,10718565
2021-08-05,Hungary,72,9769526
2021-08-05,Iceland,120,364134
2021-08-05,Ireland,1217,4964440
2021-08-05,Italy,6590,59641488
2021-08-05,Latvia,97,1907675
2021-08-05,Liechtenstein,1,38747
2021-08-05,Lithuania,241,2794090
2021-08-05,Luxembourg,102,626108
2021-08-05,Malta,78,514564
2021-08-05,Netherlands,2800,17407585
2021-08-05,Norway,474,5367580
2021-08-05,Poland,164,37958138
2021-08-05,Portugal,3203,10295909
2021-08-05,Romania,271,19328838
2021-08-05,Slovakia,83,5457873
2021-08-05,Slovenia,139,2095861
2021-08-05,Spain,21387,47332614
2021-08-05,Sweden,819,10327589
2021-05-06,Austria,1682,8901064
2021-05-06,Belgium,3539,11522440
2021-05-06,Bulgaria,1635,6951482
2021-05-06,Croatia,2494,4058165
2021-05-06,Cyprus,562,888005
2021-05-06,Czechia,1873,10693939
2021-05-06,Denmark,988,5822763
2021-05-06,Estonia,366,1328976
2021-05-06,Finland,269,5525292
2021-05-06,France,17637,67320216
2021-05-06,Germany,21953,83166711
2021-05-06,Greece,2091,10718565
2021-05-06,Hungary,1680,9769526
2021-05-06,Iceland,6,364134
2021-05-06,Ireland,415,4964440
2021-05-06,Italy,10579,59641488
2021-05-06,Latvia,358,1907675
2021-05-06,Liechtenstein,5,38747
2021-05-06,Lithuania,1249,2794090
2021-05-06,Luxembourg,208,626108
2021-05-06,Malta,9,514564
2021-05-06,Netherlands,7246,17407585
2021-05-06,Norway,484,5367580
2021-05-06,Poland,3899,37958138
2021-05-06,Portugal,387,10295909
2021-05-06,Romania,1564,19328838
2021-05-06,Slovakia,751,5457873
2021-05-06,Slovenia,931,2095861
2021-05-06,Spain,7960,47332614
2021-05-06,Sweden,5718,10327589
2021-06-06,Austria,304,8901064
2021-06-06,Belgium,398,11522440
2021-06-06,Bulgaria,89,6951482
2021-06-06,Croatia,211,4058165
2021-06-06,Cyprus,41,888005
2021-06-06,Czechia,153,10693939
2021-06-06,Denmark,592,5822763
2021-06-06,Estonia,51,1328976
2021-06-06,Finland,120,5525292
2021-06-06,France,6654,67320216
2021-06-06,Germany,2440,83166711
2021-06-06,Greece,932,10718565
2021-06-06,Hungary,137,9769526
2021-06-06,Iceland,0,364134
2021-06-06,Ireland,410,4964440
2021-06-06,Italy,2434,59641488
2021-06-06,Latvia,256,1907675
2021-06-06,Liechtenstein,2,38747
2021-06-06,Lithuania,197,2794090
2021-06-06,Luxembourg,0,626108
2021-06-06,Malta,3,514564
2021-06-06,Netherlands,2118,17407585
2021-06-06,Norway,0,5367580
2021-06-06,Poland,413,37958138
2021-06-06,Portugal,573,10295909
2021-06-06,Romania,179,19328838
2021-06-06,Slovakia,102,5457873
2021-06-06,Slovenia,245,2095861
2021-06-06,Spain,0,47332614
2021-06-06,Sweden,222,10327589
2021-07-06,Austria,45,8901064
2021-07-06,Belgium,1042,11522440
2021-07-06,Bulgaria,98,6951482
2021-07-06,Croatia,9,4058165
2021-07-06,Cyprus,787,888005
2021-07-06,Czechia,129,10693939
2021-07-06,Denmark,337,5822763
2021-07-06,Estonia,50,1328976
2021-07-06,Finland,106,5525292
2021-07-06,France,796,67320216
2021-07-06,Germany,440,83166711
2021-07-06,Greece,999,10718565
2021-07-06,Hungary,32,9769526
2021-07-06,Iceland,10,364134
2021-07-06,Ireland,335,4964440
2021-07-06,Italy,480,59641488
2021-07-06,Latvia,22,1907675
2021-07-06,Liechtenstein,2,38747
2021-07-06,Lithuania,44,2794090
2021-07-06,Luxembourg,398,626108
2021-07-06,Malta,11,514564
2021-07-06,Netherlands,1514,17407585
2021-07-06,Norway,437,5367580
2021-07-06,Poland,38,37958138
2021-07-06,Portugal,1483,10295909
2021-07-06,Romania,28,19328838
2021-07-06,Slovakia,56,5457873
2021-07-06,Slovenia,48,2095861
2021-07-06,Spain,14137,47332614
2021-07-06,Sweden,369,10327589
2021-08-06,Austria,485,8901064
2021-08-06,Belgium,2117,11522440
2021-08-06,Bulgaria,500,6951482
2021-08-06,Croatia,247,4058165
2021-08-06,Cyprus,580,888005
2021-08-06,Czechia,165,10693939
2021-08-06,Denmark,932,5822763
2021-08-06,Estonia,241,1328976
2021-08-06,Finland,752,5525292
2021-08-06,France,26460,67320216
2021-08-06,Germany,3448,83166711
2021-08-06,Greece,2787,10718565
2021-08-06,Hungary,52,9769526
2021-08-06,Iceland,155,364134
2021-08-06,Ireland,1492,4964440
2021-08-06,Italy,7224,59641488
2021-08-06,Latvia,70,1907675
2021-08-06,Liechtenstein,2,38747
2021-08-06,Lithuania,777,2794090
2021-08-06,Luxembourg,68,626108
2021-08-06,Malta,48,514564
2021-08-06,Netherlands,3341,17407585
2021-08-06,Norway,476,5367580
2021-08-06,Poland,176,37958138
2021-08-06,Portugal,2581,10295909
2021-08-06,Romania,244,19328838
2021-08-06,Slovakia,66,5457873
2021-08-06,Slovenia,145,2095861
2021-08-06,Spain,21561,47332614
2021-08-06,Sweden,814,10327589
2021-05-07,Austria,1220,8901064
2021-05-07,Belgium,3346,11522440
2021-05-07,Bulgaria,545,6951482
2021-05-07,Croatia,1640,4058165
2021-05-07,Cyprus,460,888005
2021-05-07,Czechia,1572,10693939
2021-05-07,Denmark,1012,5822763
2021-05-07,Estonia,382,1328976
2021-05-07,Finland,280,5525292
2021-05-07,France,17148,67320216
2021-05-07,Germany,18485,83166711
2021-05-07,Greece,3418,10718565
2021-05-07,Hungary,1541,9769526
2021-05-07,Iceland,3,364134
2021-05-07,Ireland,387,4964440
2021-05-07,Italy,11798,59641488
2021-05-07,Latvia,773,1907675
2021-05-07,Liechtenstein,2,38747
2021-05-07,Lithuania,1392,2794090
2021-05-07,Luxembourg,170,626108
2021-05-07,Malta,12,514564
2021-05-07,Netherlands,6753,17407585
2021-05-07,Norway,471,5367580
2021-05-07,Poland,6427,37958138
2021-05-07,Portugal,373,10295909
2021-05-07,Romania,1632,19328838
2021-05-07,Slovakia,832,5457873
2021-05-07,Slovenia,835,2095861
2021-05-07,Spain,8186,47332614
2021-05-07,Sweden,5245,10327589
2021-06-07,Austria,355,8901064
2021-06-07,Belgium,1236,11522440
2021-06-07,Bulgaria,47,6951482
2021-06-07,Croatia,157,4058165
2021-06-07,Cyprus,29,888005
2021-06-07,Czechia,98,10693939
2021-06-07,Denmark,853,5822763
2021-06-07,Estonia,37,1328976
2021-06-07,Finland,68,5525292
2021-06-07,France,5070,67320216
2021-06-07,Germany,1117,83166711
2021-06-07,Greece,579,10718565
2021-06-07,Hungary,81,9769526
2021-06-07,Iceland,0,364134
2021-06-07,Ireland,304,4964440
2021-06-07,Italy,2275,59641488
2021-06-07,Latvia,135,1907675
2021-06-07,Liechtenstein,0,38747
2021-06-07,Lithuania,90,2794090
2021-06-07,Luxembourg,0,626108
2021-06-07,Malta,0,514564
2021-06-07,Netherlands,1569,17407585
2021-06-07,Norway,0,5367580
2021-06-07,Poland,312,37958138
2021-06-07,Portugal,612,10295909
2021-06-07,Romania,121,19328838
2021-06-07,Slovakia,243,5457873
2021-06-07,Slovenia,157,2095861
2021-06-07,Spain,9536,47332614
2021-06-07,Sweden,490,10327589
2021-07-07,Austria,90,8901064
2021-07-07,Belgium,1171,11522440
2021-07-07,Bulgaria,87,6951482
2021-07-07,Croatia,96,4058165
2021-07-07,Cyprus,827,888005
2021-07-07,Czechia,109,10693939
2021-07-07,Denmark,542,5822763
2021-07-07,Estonia,42,1328976
2021-07-07,Finland,222,5525292
2021-07-07,France,3585,67320216
2021-07-07,Germany,985,83166711
2021-07-07,Greece,2181,10718565
2021-07-07,Hungary,44,9769526
2021-07-07,Iceland,0,364134
2021-07-07,Ireland,397,4964440
2021-07-07,Italy,907,59641488
2021-07-07,Latvia,46,1907675
2021-07-07,Liechtenstein,2,38747
2021-07-07,Lithuania,34,2794090
2021-07-07,Luxembourg,118,626108
2021-07-07,Malta,11,514564
2021-07-07,Netherlands,2197,17407585
2021-07-07,Norway,190,5367580
2021-07-07,Poland,95,37958138
2021-07-07,Portugal,2170,10295909
2021-07-07,Romania,51,19328838
2021-07-07,Slovakia,48,5457873
2021-07-07,Slovenia,73,2095861
2021-07-07,Spain,17384,47332614
2021-07-07,Sweden,257,10327589
2021-08-07,Austria,553,8901064
2021-08-07,Belgium,1258,11522440
2021-08-07,Bulgaria,549,6951482
2021-08-07,Croatia,108,4058165
2021-08-07,Cyprus,525,888005
2021-08-07,Czechia,147,10693939
2021-08-07,Denmark,865,5822763
2021-08-07,Estonia,230,1328976
2021-08-07,Finland,738,5525292
2021-08-07,France,25077,67320216
2021-08-07,Germany,3206,83166711
2021-08-07,Greece,2924,10718565
2021-08-07,Hungary,0,9769526
2021-08-07,Iceland,105,364134
2021-08-07,Ireland,1781,4964440
2021-08-07,Italy,6599,59641488
2021-08-07,Latvia,81,1907675
2021-08-07,Liechtenstein,5,38747
2021-08-07,Lithuania,517,2794090
2021-08-07,Luxembourg,0,626108
2021-08-07,Malta,71,514564
2021-08-07,Netherlands,2917,17407585
2021-08-07,Norway,565,5367580
2021-08-07,Poland,172,37958138
2021-08-07,Portugal,2377,10295909
2021-08-07,Romania,230,19328838
2021-08-07,Slovakia,53,5457873
2021-08-07,Slovenia,132,2095861
2021-08-07,Spain,0,47332614
2021-08-07,Sweden,6,10327589
2021-05-08,Austria,1383,8901064
2021-05-08,Belgium,1742,11522440
2021-05-08,Bulgaria,1123,6951482
2021-05-08,Croatia,1435,4058165
2021-05-08,Cyprus,324,888005
2021-05-08,Czechia,1638,10693939
2021-05-08,Denmark,1023,5822763
2021-05-08,Estonia,372,1328976
2021-05-08,Finland,254,5525292
2021-05-08,France,18167,67320216
2021-05-08,Germany,15685,83166711
2021-05-08,Greece,2671,10718565
2021-05-08,Hungary,1376,9769526
2021-05-08,Iceland,6,364134
2021-05-08,Ireland,430,4964440
2021-05-08,Italy,10549,59641488
2021-05-08,Latvia,1036,1907675
2021-05-08,Liechtenstein,4,38747
2021-05-08,Lithuania,1293,2794090
2021-05-08,Luxembourg,133,626108
2021-05-08,Malta,6,514564
2021-05-08,Netherlands,7459,17407585
2021-05-08,Norway,505,5367580
2021-05-08,Poland,6047,37958138
2021-05-08,Portugal,377,10295909
2021-05-08,Romania,1422,19328838
2021-05-08,Slovakia,352,5457873
2021-05-08,Slovenia,603,2095861
2021-05-08,Spain,0,47332614
2021-05-08,Sweden,4477,10327589
2021-06-08,Austria,259,8901064
2021-06-08,Belgium,1042,11522440
2021-06-08,Bulgaria,208,6951482
2021-06-08,Croatia,43,4058165
2021-06-08,Cyprus,80,888005
2021-06-08,Czechia,294,10693939
2021-06-08,Denmark,459,5822763
2021-06-08,Estonia,86,1328976
2021-06-08,Finland,55,5525292
2021-06-08,France,1164,67320216
2021-06-08,Germany,1204,83166711
2021-06-08,Greece,798,10718565
2021-06-08,Hungary,117,9769526
2021-06-08,Iceland,8,364134
2021-06-08,Ireland,372,4964440
2021-06-08,Italy,1270,59641488
2021-06-08,Latvia,76,1907675
2021-06-08,Liechtenstein,0,38747
2021-06-08,Lithuania,216,2794090
2021-06-08,Luxembourg,74,626108
2021-06-08,Malta,1,514564
2021-06-08,Netherlands,1468,17407585
2021-06-08,Norway,648,5367580
2021-06-08,Poland,192,37958138
2021-06-08,Portugal,388,10295909
2021-06-08,Romania,89,19328838
2021-06-08,Slovakia,241,5457873
2021-06-08,Slovenia,57,2095861
2021-06-08,Spain,3504,47332614
2021-06-08,Sweden,1182,10327589
2021-07-08,Austria,111,8901064
2021-07-08,Belgium,1226,11522440
2021-07-08,Bulgaria,60,6951482
2021-07-08,Croatia,141,4058165
2021-07-08,Cyprus,952,888005
2021-07-08,Czechia,278,10693939
2021-07-08,Denmark,689,5822763
2021-07-08,Estonia,58,1328976
2021-07-08,Finland,258,5525292
2021-07-08,France,4081,67320216
2021-07-08,Germany,970,83166711
2021-07-08,Greece,1816,10718565
2021-07-08,Hungary,55,9769526
2021-07-08,Iceland,0,364134
2021-07-08,Ireland,533,4964440
2021-07-08,Italy,1010,59641488
2021-07-08,Latvia,48,1907675
2021-07-08,Liechtenstein,3,38747
2021-07-08,Lithuania,40,2794090
2021-07-08,Luxembourg,201,626108
2021-07-08,Malta,55,514564
2021-07-08,Netherlands,3609,17407585
2021-07-08,Norway,226,5367580
2021-07-08,Poland,100,37958138
2021-07-08,Portugal,3285,10295909
2021-07-08,Romania,60,19328838
2021-07-08,Slovakia,50,5457873
2021-07-08,Slovenia,70,2095861
2021-07-08,Spain,17317,47332614
2021-07-08,Sweden,234,10327589
2021-05-09,Austria,1251,8901064
2021-05-09,Belgium,880,11522440
2021-05-09,Bulgaria,466,6951482
2021-05-09,Croatia,1342,4058165
2021-05-09,Cyprus,397,888005
2021-05-09,Czechia,727,10693939
2021-05-09,Denmark,677,5822763
2021-05-09,Estonia,225,1328976
2021-05-09,Finland,229,5525292
2021-05-09,France,4036,67320216
2021-05-09,Germany,12656,83166711
2021-05-09,Greece,2461,10718565
2021-05-09,Hungary,1145,9769526
2021-05-09,Iceland,0,364134
2021-05-09,Ireland,399,4964440
2021-05-09,Italy,10174,59641488
2021-05-09,Latvia,786,1907675
2021-05-09,Liechtenstein,3,38747
2021-05-09,Lithuania,1522,2794090
2021-05-09,Luxembourg,138,626108
2021-05-09,Malta,9,514564
2021-05-09,Netherlands,7424,17407585
2021-05-09,Norway,0,5367580
2021-05-09,Poland,4771,37958138
2021-05-09,Portugal,406,10295909
2021-05-09,Romania,1305,19328838
2021-05-09,Slovakia,711,5457873
2021-05-09,Slovenia,634,2095861
2021-05-09,Spain,0,47332614
2021-05-09,Sweden,1657,10327589
2021-06-09,Austria,280,8901064
2021-06-09,Belgium,842,11522440
2021-06-09,Bulgaria,178,6951482
2021-06-09,Croatia,178,4058165
2021-06-09,Cyprus,60,888005
2021-06-09,Czechia,384,10693939
2021-06-09,Denmark,377,5822763
2021-06-09,Estonia,68,1328976
2021-06-09,Finland,113,5525292
2021-06-09,France,6018,67320216
2021-06-09,Germany,3254,83166711
2021-06-09,Greece,1368,10718565
2021-06-09,Hungary,179,9769526
2021-06-09,Iceland,0,364134
2021-06-09,Ireland,259,4964440
2021-06-09,Italy,1894,59641488
2021-06-09,Latvia,256,1907675
2021-06-09,Liechtenstein,0,38747
2021-06-09,Lithuania,243,2794090
2021-06-09,Luxembourg,35,626108
2021-06-09,Malta,1,514564
2021-06-09,Netherlands,1437,17407585
2021-06-09,Norway,246,5367580
2021-06-09,Poland,401,37958138
2021-06-09,Portugal,598,10295909
2021-06-09,Romania,202,19328838
2021-06-09,Slovakia,166,5457873
2021-06-09,Slovenia,220,2095861
2021-06-09,Spain,4427,47332614
2021-06-09,Sweden,825,10327589
2021-07-09,Austria,130,8901064
2021-07-09,Belgium,1287,11522440
2021-07-09,Bulgaria,55,6951482
2021-07-09,Croatia,110,4058165
2021-07-09,Cyprus,993,888005
2021-07-09,Czechia,249,10693939
2021-07-09,Denmark,658,5822763
2021-07-09,Estonia,39,1328976
2021-07-09,Finland,300,5525292
2021-07-09,France,4442,67320216
2021-07-09,Germany,949,83166711
2021-07-09,Greece,2061,10718565
2021-07-09,Hungary,44,9769526
2021-07-09,Iceland,11,364134
2021-07-09,Ireland,533,4964440
2021-07-09,Italy,1391,59641488
2021-07-09,Latvia,50,1907675
2021-07-09,Liechtenstein,2,38747
2021-07-09,Lithuania,70,2794090
2021-07-09,Luxembourg,131,626108
2021-07-09,Malta,96,514564
2021-07-09,Netherlands,5399,17407585
2021-07-09,Norway,211,5367580
2021-07-09,Poland,93,37958138
2021-07-09,Portugal,3269,10295909
2021-07-09,Romania,30,19328838
2021-07-09,Slovakia,58,5457873
2021-07-09,Slovenia,83,2095861
2021-07-09,Spain,21879,47332614
2021-07-09,Sweden,228,10327589
2021-05-10,Austria,1009,8901064
2021-05-10,Belgium,3406,11522440
2021-05-10,Bulgaria,241,6951482
2021-05-10,Croatia,665,4058165
2021-05-10,Cyprus,269,888005
2021-05-10,Czechia,384,10693939
2021-05-10,Denmark,874,5822763
2021-05-10,Estonia,211,1328976
2021-05-10,Finland,162,5525292
2021-05-10,France,2883,67320216
2021-05-10,Germany,6922,83166711
2021-05-10,Greece,1427,10718565
2021-05-10,Hungary,677,9769526
2021-05-10,Iceland,0,364134
2021-05-10,Ireland,506,4964440
2021-05-10,Italy,8289,59641488
2021-05-10,Latvia,632,1907675
2021-05-10,Liechtenstein,4,38747
2021-05-10,Lithuania,921,2794090
2021-05-10,Luxembourg,0,626108
2021-05-10,Malta,11,514564
2021-05-10,Netherlands,6637,17407585
2021-05-10,Norway,0,5367580
2021-05-10,Poland,3856,37958138
2021-05-10,Portugal,324,10295909
2021-05-10,Romania,857,19328838
2021-05-10,Slovakia,784,5457873
2021-05-10,Slovenia,291,2095861
2021-05-10,Spain,13984,47332614
2021-05-10,Sweden,2461,10327589
2021-06-10,Austria,328,8901064
2021-06-10,Belgium,765,11522440
2021-06-10,Bulgaria,131,6951482
2021-06-10,Croatia,275,4058165
2021-06-10,Cyprus,77,888005
2021-06-10,Czechia,250,10693939
2021-06-10,Denmark,904,5822763
2021-06-10,Estonia,54,1328976
2021-06-10,Finland,126,5525292
2021-06-10,France,5557,67320216
2021-06-10,Germany,3187,83166711
2021-06-10,Greece,886,10718565
2021-06-10,Hungary,206,9769526
2021-06-10,Iceland,4,364134
2021-06-10,Ireland,248,4964440
2021-06-10,Italy,2198,59641488
2021-06-10,Latvia,244,1907675
2021-06-10,Liechtenstein,1,38747
2021-06-10,Lithuania,220,2794090
2021-06-10,Luxembourg,52,626108
2021-06-10,Malta,4,514564
2021-06-10,Netherlands,1751,17407585
2021-06-10,Norway,191,5367580
2021-06-10,Poland,560,37958138
2021-06-10,Portugal,890,10295909
2021-06-10,Romania,140,19328838
2021-06-10,Slovakia,156,5457873
2021-06-10,Slovenia,256,2095861
2021-06-10,Spain,14004,47332614
2021-06-10,Sweden,729,10327589
2021-07-10,Austria,117,8901064
2021-07-10,Belgium,1004,11522440
2021-07-10,Bulgaria,61,6951482
2021-07-10,Croatia,87,4058165
2021-07-10,Cyprus,882,888005
2021-07-10,Czechia,283,10693939
2021-07-10,Denmark,551,5822763
2021-07-10,Estonia,64,1328976
2021-07-10,Finland,302,5525292
2021-07-10,France,4580,67320216
2021-07-10,Germany,952,83166711
2021-07-10,Greece,1997,10718565
2021-07-10,Hungary,0,9769526
2021-07-10,Iceland,0,364134
2021-07-10,Ireland,631,4964440
2021-07-10,Italy,1386,59641488
2021-07-10,Latvia,34,1907675
2021-07-10,Liechtenstein,2,38747
2021-07-10,Lithuania,73,2794090
2021-07-10,Luxembourg,131,626108
2021-07-10,Malta,109,514564
2021-07-10,Netherlands,6886,17407585
2021-07-10,Norway,223,5367580
2021-07-10,Poland,74,37958138
2021-07-10,Portugal,3194,10295909
2021-07-10,Romania,54,19328838
2021-07-10,Slovakia,34,5457873
2021-07-10,Slovenia,135,2095861
2021-07-10,Spain,0,47332614
2021-07-10,Sweden,6,10327589
2021-05-11,Austria,670,8901064
2021-05-11,Belgium,3033,11522440
2021-05-11,Bulgaria,1078,6951482
2021-05-11,Croatia,253,4058165
2021-05-11,Cyprus,276,888005
2021-05-11,Czechia,1545,10693939
2021-05-11,Denmark,932,5822763
2021-05-11,Estonia,359,1328976
2021-05-11,Finland,143,5525292
2021-05-11,France,23896,67320216
2021-05-11,Germany,6125,83166711
2021-05-11,Greece,1900,10718565
2021-05-11,Hungary,493,9769526
2021-05-11,Iceland,13,364134
2021-05-11,Ireland,380,4964440
2021-05-11,Italy,5077,59641488
2021-05-11,Latvia,338,1907675
2021-05-11,Liechtenstein,1,38747
2021-05-11,Lithuania,796,2794090
2021-05-11,Luxembourg,140,626108
2021-05-11,Malta,6,514564
2021-05-11,Netherlands,5861,17407585
2021-05-11,Norway,1031,5367580
2021-05-11,Poland,2031,37958138
2021-05-11,Portugal,158,10295909
2021-05-11,Romania,620,19328838
2021-05-11,Slovakia,673,5457873
2021-05-11,Slovenia,147,2095861
2021-05-11,Spain,4941,47332614
2021-05-11,Sweden,6312,10327589
2021-06-11,Austria,262,8901064
2021-06-11,Belgium,782,11522440
2021-06-11,Bulgaria,100,6951482
2021-06-11,Croatia,184,4058165
2021-06-11,Cyprus,59,888005
2021-06-11,Czechia,190,10693939
2021-06-11,Denmark,475,5822763
2021-06-11,Estonia,54,1328976
2021-06-11,Finland,93,5525292
2021-06-11,France,4475,67320216
2021-06-11,Germany,2440,83166711
2021-06-11,Greece,750,10718565
2021-06-11,Hungary,199,9769526
2021-06-11,Iceland,0,364134
2021-06-11,Ireland,377,4964440
2021-06-11,Italy,2078,59641488
2021-06-11,Latvia,196,1907675
2021-06-11,Liechtenstein,1,38747
2021-06-11,Lithuania,157,2794090
2021-06-11,Luxembourg,40,626108
2021-06-11,Malta,2,514564
2021-06-11,Netherlands,1578,17407585
2021-06-11,Norway,211,5367580
2021-06-11,Poland,378,37958138
2021-06-11,Portugal,910,10295909
2021-06-11,Romania,133,19328838
2021-06-11,Slovakia,175,5457873
2021-06-11,Slovenia,194,2095861
2021-06-11,Spain,4142,47332614
2021-06-11,Sweden,485,10327589
2021-07-11,Austria,25,8901064
2021-07-11,Belgium,779,11522440
2021-07-11,Bulgaria,32,6951482
2021-07-11,Croatia,88,4058165
2021-07-11,Cyprus,960,888005
2021-07-11,Czechia,157,10693939
2021-07-11,Denmark,520,5822763
2021-07-11,Estonia,27,1328976
2021-07-11,Finland,293,5525292
2021-07-11,France,4696,67320216
2021-07-11,Germany,745,83166711
2021-07-11,Greece,2327,10718565
2021-07-11,Hungary,0,9769526
2021-07-11,Iceland,0,364134
2021-07-11,Ireland,581,4964440
2021-07-11,Italy,1394,59641488
2021-07-11,Latvia,32,1907675
2021-07-11,Liechtenstein,1,38747
2021-07-11,Lithuania,25,2794090
2021-07-11,Luxembourg,0,626108
2021-07-11,Malta,101,514564
2021-07-11,Netherlands,10229,17407585
2021-07-11,Norway,0,5367580
2021-07-11,Poland,85,37958138
2021-07-11,Portugal,3162,10295909
2021-07-11,Romania,36,19328838
2021-07-11,Slovakia,13,5457873
2021-07-11,Slovenia,25,2095861
2021-07-11,Spain,0,47332614
2021-07-11,Sweden,0,10327589
2021-05-12,Austria,968,8901064
2021-05-12,Belgium,2837,11522440
2021-05-12,Bulgaria,877,6951482
2021-05-12,Croatia,876,4058165
2021-05-12,Cyprus,390,888005
2021-05-12,Czechia,1691,10693939
2021-05-12,Denmark,925,5822763
2021-05-12,Estonia,368,1328976
2021-05-12,Finland,124,5525292
2021-05-12,France,16633,67320216
2021-05-12,Germany,14909,83166711
2021-05-12,Greece,3172,10718565
2021-05-12,Hungary,905,9769526
2021-05-12,Iceland,3,364134
2021-05-12,Ireland,378,4964440
2021-05-12,Italy,6943,59641488
2021-05-12,Latvia,659,1907675
2021-05-12,Liechtenstein,3,38747
2021-05-12,Lithuania,1239,2794090
2021-05-12,Luxembourg,121,626108
2021-05-12,Malta,5,514564
2021-05-12,Netherlands,5525,17407585
2021-05-12,Norway,580,5367580
2021-05-12,Poland,3097,37958138
2021-05-12,Portugal,268,10295909
2021-05-12,Romania,1156,19328838
2021-05-12,Slovakia,607,5457873
2021-05-12,Slovenia,494,2095861
2021-05-12,Spain,6418,47332614
2021-05-12,Sweden,5268,10327589
2021-06-12,Austria,234,8901064
2021-06-12,Belgium,392,11522440
2021-06-12,Bulgaria,123,6951482
2021-06-12,Croatia,134,4058165
2021-06-12,Cyprus,60,888005
2021-06-12,Czechia,179,10693939
2021-06-12,Denmark,418,5822763
2021-06-12,Estonia,55,1328976
2021-06-12,Finland,47,5525292
2021-06-12,France,3871,67320216
2021-06-12,Germany,1911,83166711
2021-06-12,Greece,784,10718565
2021-06-12,Hungary,0,9769526
2021-06-12,Iceland,0,364134
2021-06-12,Ireland,315,4964440
2021-06-12,Italy,1892,59641488
2021-06-12,Latvia,178,1907675
2021-06-12,Liechtenstein,2,38747
2021-06-12,Lithuania,244,2794090
2021-06-12,Luxembourg,23,626108
2021-06-12,Malta,2,514564
2021-06-12,Netherlands,1390,17407585
2021-06-12,Norway,211,5367580
2021-06-12,Poland,340,37958138
2021-06-12,Portugal,519,10295909
2021-06-12,Romania,103,19328838
2021-06-12,Slovakia,100,5457873
2021-06-12,Slovenia,122,2095861
2021-06-12,Spain,0,47332614
2021-06-12,Sweden,524,10327589
2021-07-12,Austria,156,8901064
2021-07-12,Belgium,1760,11522440
2021-07-12,Bulgaria,16,6951482
2021-07-12,Croatia,58,4058165
2021-07-12,Cyprus,849,888005
2021-07-12,Czechia,147,10693939
2021-07-12,Denmark,609,5822763
2021-07-12,Estonia,21,1328976
2021-07-12,Finland,138,5525292
2021-07-12,France,4256,67320216
2021-07-12,Germany,324,83166711
2021-07-12,Greece,1464,10718565
2021-07-12,Hungary,102,9769526
