Date,Country,Cases,Pop
2021-07-12,Iceland,0,364134
2021-07-12,Ireland,576,4964440
2021-07-12,Italy,1391,59641488
2021-07-12,Latvia,36,1907675
2021-07-12,Liechtenstein,1,38747
2021-07-12,Lithuania,25,2794090
2021-07-12,Luxembourg,0,626108
2021-07-12,Malta,179,514564
2021-07-12,Netherlands,9309,17407585
2021-07-12,Norway,0,5367580
2021-07-12,Poland,66,37958138
2021-07-12,Portugal,2323,10295909
2021-07-12,Romania,26,19328838
2021-07-12,Slovakia,41,5457873
2021-07-12,Slovenia,12,2095861
2021-07-12,Spain,33932,47332614
2021-07-12,Sweden,440,10327589
2021-05-13,Austria,1179,8901064
2021-05-13,Belgium,957,11522440
2021-05-13,Bulgaria,657,6951482
2021-05-13,Croatia,1471,4058165
2021-05-13,Cyprus,260,888005
2021-05-13,Czechia,1264,10693939
2021-05-13,Denmark,1246,5822763
2021-05-13,Estonia,300,1328976
2021-05-13,Finland,280,5525292
2021-05-13,France,16056,67320216
2021-05-13,Germany,17419,83166711
2021-05-13,Greece,2478,10718565
2021-05-13,Hungary,1416,9769526
2021-05-13,Iceland,4,364134
2021-05-13,Ireland,446,4964440
2021-05-13,Italy,7848,59641488
2021-05-13,Latvia,729,1907675
2021-05-13,Liechtenstein,2,38747
2021-05-13,Lithuania,1266,2794090
2021-05-13,Luxembourg,196,626108
2021-05-13,Malta,4,514564
2021-05-13,Netherlands,6341,17407585
2021-05-13,Norway,473,5367580
2021-05-13,Poland,4159,37958138
2021-05-13,Portugal,485,10295909
2021-05-13,Romania,930,19328838
2021-05-13,Slovakia,560,5457873
2021-05-13,Slovenia,724,2095861
2021-05-13,Spain,5701,47332614
2021-05-13,Sweden,3918,10327589
2021-06-13,Austria,214,8901064
2021-06-13,Belgium,209,11522440
2021-06-13,Bulgaria,81,6951482
2021-06-13,Croatia,125,4058165
2021-06-13,Cyprus,42,888005
2021-06-13,Czechia,73,10693939
2021-06-13,Denmark,437,5822763
2021-06-13,Estonia,37,1328976
2021-06-13,Finland,114,5525292
2021-06-13,France,3972,67320216
2021-06-13,Germany,1489,83166711
2021-06-13,Greece,682,10718565
2021-06-13,Hungary,0,9769526
2021-06-13,Iceland,0,364134
2021-06-13,Ireland,421,4964440
2021-06-13,Italy,1722,59641488
2021-06-13,Latvia,178,1907675
2021-06-13,Liechtenstein,0,38747
2021-06-13,Lithuania,123,2794090
2021-06-13,Luxembourg,0,626108
2021-06-13,Malta,0,514564
2021-06-13,Netherlands,1240,17407585
2021-06-13,Norway,0,5367580
2021-06-13,Poland,236,37958138
2021-06-13,Portugal,789,10295909
2021-06-13,Romania,127,19328838
2021-06-13,Slovakia,69,5457873
2021-06-13,Slovenia,128,2095861
2021-06-13,Spain,0,47332614
2021-06-13,Sweden,160,10327589
2021-07-13,Austria,87,8901064
2021-07-13,Belgium,1428,11522440
2021-07-13,Bulgaria,83,6951482
2021-07-13,Croatia,15,4058165
2021-07-13,Cyprus,832,888005
2021-07-13,Czechia,242,10693939
2021-07-13,Denmark,848,5822763
2021-07-13,Estonia,54,1328976
2021-07-13,Finland,133,5525292
2021-07-13,France,1260,67320216
2021-07-13,Germany,646,83166711
2021-07-13,Greece,2063,10718565
2021-07-13,Hungary,17,9769526
2021-07-13,Iceland,0,364134
2021-07-13,Ireland,572,4964440
2021-07-13,Italy,887,59641488
2021-07-13,Latvia,18,1907675
2021-07-13,Liechtenstein,0,38747
2021-07-13,Lithuania,85,2794090
2021-07-13,Luxembourg,247,626108
2021-07-13,Malta,154,514564
2021-07-13,Netherlands,8441,17407585
2021-07-13,Norway,400,5367580
2021-07-13,Poland,44,37958138
2021-07-13,Portugal,1782,10295909
2021-07-13,Romania,39,19328838
2021-07-13,Slovakia,32,5457873
2021-07-13,Slovenia,84,2095861
2021-07-13,Spain,43960,47332614
2021-07-13,Sweden,373,10327589
2021-05-14,Austria,1100,8901064
2021-05-14,Belgium,2604,11522440
2021-05-14,Bulgaria,506,6951482
2021-05-14,Croatia,1064,4058165
2021-05-14,Cyprus,213,888005
2021-05-14,Czechia,1223,10693939
2021-05-14,Denmark,1355,5822763
2021-05-14,Estonia,278,1328976
2021-05-14,Finland,262,5525292
2021-05-14,France,3053,67320216
2021-05-14,Germany,11336,83166711
2021-05-14,Greece,2139,10718565
2021-05-14,Hungary,1190,9769526
2021-05-14,Iceland,0,364134
2021-05-14,Ireland,437,4964440
2021-05-14,Italy,8082,59641488
2021-05-14,Latvia,698,1907675
2021-05-14,Liechtenstein,1,38747
2021-05-14,Lithuania,1207,2794090
2021-05-14,Luxembourg,151,626108
2021-05-14,Malta,1,514564
2021-05-14,Netherlands,6012,17407585
2021-05-14,Norway,461,5367580
2021-05-14,Poland,3423,37958138
2021-05-14,Portugal,436,10295909
2021-05-14,Romania,953,19328838
2021-05-14,Slovakia,611,5457873
2021-05-14,Slovenia,598,2095861
2021-05-14,Spain,6347,47332614
2021-05-14,Sweden,2579,10327589
2021-06-14,Austria,216,8901064
2021-06-14,Belgium,769,11522440
2021-06-14,Bulgaria,42,6951482
2021-06-14,Croatia,59,4058165
2021-06-14,Cyprus,33,888005
2021-06-14,Czechia,41,10693939
2021-06-14,Denmark,315,5822763
2021-06-14,Estonia,28,1328976
2021-06-14,Finland,47,5525292
2021-06-14,France,2855,67320216
2021-06-14,Germany,549,83166711
2021-06-14,Greece,297,10718565
2021-06-14,Hungary,255,9769526
2021-06-14,Iceland,0,364134
2021-06-14,Ireland,304,4964440
2021-06-14,Italy,1390,59641488
2021-06-14,Latvia,90,1907675
2021-06-14,Liechtenstein,0,38747
2021-06-14,Lithuania,66,2794090
2021-06-14,Luxembourg,0,626108
2021-06-14,Malta,1,514564
2021-06-14,Netherlands,1041,17407585
2021-06-14,Norway,0,5367580
2021-06-14,Poland,226,37958138
2021-06-14,Portugal,707,10295909
2021-06-14,Romania,69,19328838
2021-06-14,Slovakia,127,5457873
2021-06-14,Slovenia,91,2095861
2021-06-14,Spain,8167,47332614
2021-06-14,Sweden,0,10327589
2021-07-14,Austria,283,8901064
2021-07-14,Belgium,1444,11522440
2021-07-14,Bulgaria,74,6951482
2021-07-14,Croatia,83,4058165
2021-07-14,Cyprus,1081,888005
2021-07-14,Czechia,320,10693939
2021-07-14,Denmark,1055,5822763
2021-07-14,Estonia,56,1328976
2021-07-14,Finland,290,5525292
2021-07-14,France,6950,67320216
2021-07-14,Germany,1548,83166711
2021-07-14,Greece,3911,10718565
2021-07-14,Hungary,56,9769526
2021-07-14,Iceland,0,364134
2021-07-14,Ireland,589,4964440
2021-07-14,Italy,1530,59641488
2021-07-14,Latvia,53,1907675
2021-07-14,Liechtenstein,2,38747
2021-07-14,Lithuania,79,2794090
2021-07-14,Luxembourg,134,626108
2021-07-14,Malta,218,514564
2021-07-14,Netherlands,7807,17407585
2021-07-14,Norway,170,5367580
2021-07-14,Poland,94,37958138
2021-07-14,Portugal,2650,10295909
2021-07-14,Romania,51,19328838
2021-07-14,Slovakia,39,5457873
2021-07-14,Slovenia,30,2095861
2021-07-14,Spain,26390,47332614
2021-07-14,Sweden,348,10327589
2021-05-15,Austria,721,8901064
2021-05-15,Belgium,1287,11522440
2021-05-15,Bulgaria,518,6951482
2021-05-15,Croatia,926,4058165
2021-05-15,Cyprus,171,888005
2021-05-15,Czechia,1051,10693939
2021-05-15,Denmark,951,5822763
2021-05-15,Estonia,280,1328976
2021-05-15,Finland,154,5525292
2021-05-15,France,17415,67320216
2021-05-15,Germany,7894,83166711
2021-05-15,Greece,2188,10718565
2021-05-15,Hungary,1039,9769526
2021-05-15,Iceland,11,364134
2021-05-15,Ireland,420,4964440
2021-05-15,Italy,7562,59641488
2021-05-15,Latvia,666,1907675
2021-05-15,Liechtenstein,3,38747
2021-05-15,Lithuania,1140,2794090
2021-05-15,Luxembourg,23,626108
2021-05-15,Malta,4,514564
2021-05-15,Netherlands,5543,17407585
2021-05-15,Norway,320,5367580
2021-05-15,Poland,3252,37958138
2021-05-15,Portugal,450,10295909
2021-05-15,Romania,835,19328838
2021-05-15,Slovakia,375,5457873
2021-05-15,Slovenia,473,2095861
2021-05-15,Spain,0,47332614
2021-05-15,Sweden,3969,10327589
2021-06-15,Austria,64,8901064
2021-06-15,Belgium,540,11522440
2021-06-15,Bulgaria,157,6951482
2021-06-15,Croatia,18,4058165
2021-06-15,Cyprus,57,888005
2021-06-15,Czechia,175,10693939
2021-06-15,Denmark,237,5822763
2021-06-15,Estonia,61,1328976
2021-06-15,Finland,29,5525292
2021-06-15,France,689,67320216
2021-06-15,Germany,652,83166711
2021-06-15,Greece,468,10718565
2021-06-15,Hungary,57,9769526
2021-06-15,Iceland,5,364134
2021-06-15,Ireland,235,4964440
2021-06-15,Italy,907,59641488
2021-06-15,Latvia,74,1907675
2021-06-15,Liechtenstein,0,38747
2021-06-15,Lithuania,130,2794090
2021-06-15,Luxembourg,39,626108
2021-06-15,Malta,0,514564
2021-06-15,Netherlands,879,17407585
2021-06-15,Norway,403,5367580
2021-06-15,Poland,139,37958138
2021-06-15,Portugal,625,10295909
2021-06-15,Romania,50,19328838
2021-06-15,Slovakia,109,5457873
2021-06-15,Slovenia,24,2095861
2021-06-15,Spain,3432,47332614
2021-06-15,Sweden,1,10327589
2021-07-15,Austria,268,8901064
2021-07-15,Belgium,1385,11522440
2021-07-15,Bulgaria,84,6951482
2021-07-15,Croatia,155,4058165
2021-07-15,Cyprus,1120,888005
2021-07-15,Czechia,259,10693939
2021-07-15,Denmark,1202,5822763
2021-07-15,Estonia,63,1328976
2021-07-15,Finland,383,5525292
2021-07-15,France,8875,67320216
2021-07-15,Germany,1642,83166711
2021-07-15,Greece,2935,10718565
2021-07-15,Hungary,49,9769526
2021-07-15,Iceland,0,364134
2021-07-15,Ireland,737,4964440
2021-07-15,Italy,2153,59641488
2021-07-15,Latvia,34,1907675
2021-07-15,Liechtenstein,1,38747
2021-07-15,Lithuania,107,2794090
2021-07-15,Luxembourg,118,626108
2021-07-15,Malta,222,514564
2021-07-15,Netherlands,10412,17407585
2021-07-15,Norway,182,5367580
2021-07-15,Poland,87,37958138
2021-07-15,Portugal,4153,10295909
2021-07-15,Romania,79,19328838
2021-07-15,Slovakia,43,5457873
2021-07-15,Slovenia,55,2095861
2021-07-15,Spain,27688,47332614
2021-07-15,Sweden,366,10327589
2021-05-16,Austria,684,8901064
2021-05-16,Belgium,765,11522440
2021-05-16,Bulgaria,203,6951482
2021-05-16,Croatia,826,4058165
2021-05-16,Cyprus,157,888005
2021-05-16,Czechia,597,10693939
2021-05-16,Denmark,1074,5822763
2021-05-16,Estonia,131,1328976
2021-05-16,Finland,192,5525292
2021-05-16,France,8917,67320216
2021-05-16,Germany,8500,83166711
2021-05-16,Greece,1950,10718565
2021-05-16,Hungary,718,9769526
2021-05-16,Iceland,0,364134
2021-05-16,Ireland,470,4964440
2021-05-16,Italy,6652,59641488
2021-05-16,Latvia,544,1907675
2021-05-16,Liechtenstein,1,38747
2021-05-16,Lithuania,1249,2794090
2021-05-16,Luxembourg,0,626108
2021-05-16,Malta,2,514564
2021-05-16,Netherlands,4472,17407585
2021-05-16,Norway,0,5367580
2021-05-16,Poland,2897,37958138
2021-05-16,Portugal,469,10295909
2021-05-16,Romania,729,19328838
2021-05-16,Slovakia,386,5457873
2021-05-16,Slovenia,494,2095861
2021-05-16,Spain,0,47332614
2021-05-16,Sweden,1408,10327589
2021-06-16,Austria,-171,8901064
2021-06-16,Belgium,422,11522440
2021-06-16,Bulgaria,161,6951482
2021-06-16,Croatia,96,4058165
2021-06-16,Cyprus,64,888005
2021-06-16,Czechia,206,10693939
2021-06-16,Denmark,222,5822763
2021-06-16,Estonia,59,1328976
2021-06-16,Finland,73,5525292
2021-06-16,France,3235,67320216
2021-06-16,Germany,1455,83166711
2021-06-16,Greece,794,10718565
2021-06-16,Hungary,107,9769526
2021-06-16,Iceland,1,364134
2021-06-16,Ireland,267,4964440
2021-06-16,Italy,1253,59641488
2021-06-16,Latvia,143,1907675
2021-06-16,Liechtenstein,0,38747
2021-06-16,Lithuania,130,2794090
2021-06-16,Luxembourg,21,626108
2021-06-16,Malta,3,514564
2021-06-16,Netherlands,1040,17407585
2021-06-16,Norway,196,5367580
2021-06-16,Poland,211,37958138
2021-06-16,Portugal,973,10295909
2021-06-16,Romania,103,19328838
2021-06-16,Slovakia,100,5457873
2021-06-16,Slovenia,116,2095861
2021-06-16,Spain,3832,47332614
2021-06-16,Sweden,36,10327589
2021-07-16,Austria,310,8901064
2021-07-16,Belgium,1565,11522440
2021-07-16,Bulgaria,94,6951482
2021-07-16,Croatia,139,4058165
2021-07-16,Cyprus,1152,888005
2021-07-16,Czechia,226,10693939
2021-07-16,Denmark,1141,5822763
2021-07-16,Estonia,62,1328976
2021-07-16,Finland,324,5525292
2021-07-16,France,3617,67320216
2021-07-16,Germany,1456,83166711
2021-07-16,Greece,2794,10718565
2021-07-16,Hungary,64,9769526
2021-07-16,Iceland,43,364134
2021-07-16,Ireland,994,4964440
2021-07-16,Italy,2473,59641488
2021-07-16,Latvia,37,1907675
2021-07-16,Liechtenstein,0,38747
2021-07-16,Lithuania,84,2794090
2021-07-16,Luxembourg,123,626108
2021-07-16,Malta,235,514564
2021-07-16,Netherlands,10983,17407585
2021-07-16,Norway,172,5367580
2021-07-16,Poland,105,37958138
2021-07-16,Portugal,3641,10295909
2021-07-16,Romania,62,19328838
2021-07-16,Slovakia,48,5457873
2021-07-16,Slovenia,65,2095861
2021-07-16,Spain,31060,47332614
2021-07-16,Sweden,338,10327589
2021-05-17,Austria,676,8901064
2021-05-17,Belgium,3635,11522440
2021-05-17,Bulgaria,151,6951482
2021-05-17,Croatia,480,4058165
2021-05-17,Cyprus,165,888005
2021-05-17,Czechia,257,10693939
2021-05-17,Denmark,964,5822763
2021-05-17,Estonia,153,1328976
2021-05-17,Finland,227,5525292
2021-05-17,France,2304,67320216
2021-05-17,Germany,5412,83166711
2021-05-17,Greece,1259,10718565
2021-05-17,Hungary,426,9769526
2021-05-17,Iceland,0,364134
2021-05-17,Ireland,374,4964440
2021-05-17,Italy,5748,59641488
2021-05-17,Latvia,381,1907675
2021-05-17,Liechtenstein,5,38747
2021-05-17,Lithuania,812,2794090
2021-05-17,Luxembourg,106,626108
2021-05-17,Malta,4,514564
2021-05-17,Netherlands,4424,17407585
2021-05-17,Norway,0,5367580
2021-05-17,Poland,2168,37958138
2021-05-17,Portugal,334,10295909
2021-05-17,Romania,565,19328838
2021-05-17,Slovakia,551,5457873
2021-05-17,Slovenia,296,2095861
2021-05-17,Spain,11061,47332614
2021-05-17,Sweden,2107,10327589
2021-06-17,Austria,181,8901064
2021-06-17,Belgium,452,11522440
2021-06-17,Bulgaria,95,6951482
2021-06-17,Croatia,146,4058165
2021-06-17,Cyprus,68,888005
2021-06-17,Czechia,129,10693939
2021-06-17,Denmark,353,5822763
2021-06-17,Estonia,37,1328976
2021-06-17,Finland,103,5525292
2021-06-17,France,3058,67320216
2021-06-17,Germany,1330,83166711
2021-06-17,Greece,546,10718565
2021-06-17,Hungary,113,9769526
2021-06-17,Iceland,0,364134
2021-06-17,Ireland,318,4964440
2021-06-17,Italy,1400,59641488
2021-06-17,Latvia,156,1907675
2021-06-17,Liechtenstein,0,38747
2021-06-17,Lithuania,105,2794090
2021-06-17,Luxembourg,19,626108
2021-06-17,Malta,0,514564
2021-06-17,Netherlands,1024,17407585
2021-06-17,Norway,223,5367580
2021-06-17,Poland,242,37958138
2021-06-17,Portugal,1350,10295909
2021-06-17,Romania,104,19328838
2021-06-17,Slovakia,81,5457873
2021-06-17,Slovenia,118,2095861
2021-06-17,Spain,4197,47332614
2021-06-17,Sweden,2191,10327589
2021-07-17,Austria,328,8901064
2021-07-17,Belgium,1101,11522440
2021-07-17,Bulgaria,76,6951482
2021-07-17,Croatia,131,4058165
2021-07-17,Cyprus,953,888005
2021-07-17,Czechia,239,10693939
2021-07-17,Denmark,960,5822763
2021-07-17,Estonia,64,1328976
2021-07-17,Finland,380,5525292
2021-07-17,France,10908,67320216
2021-07-17,Germany,1608,83166711
2021-07-17,Greece,2688,10718565
2021-07-17,Hungary,0,9769526
2021-07-17,Iceland,0,364134
2021-07-17,Ireland,1170,4964440
2021-07-17,Italy,2895,59641488
2021-07-17,Latvia,46,1907675
2021-07-17,Liechtenstein,3,38747
2021-07-17,Lithuania,90,2794090
2021-07-17,Luxembourg,127,626108
2021-07-17,Malta,206,514564
2021-07-17,Netherlands,11266,17407585
2021-07-17,Norway,157,5367580
2021-07-17,Poland,90,37958138
2021-07-17,Portugal,3547,10295909
2021-07-17,Romania,72,19328838
2021-07-17,Slovakia,37,5457873
2021-07-17,Slovenia,60,2095861
2021-07-17,Spain,0,47332614
2021-07-17,Sweden,11,10327589
2021-05-18,Austria,391,8901064
2021-05-18,Belgium,3298,11522440
2021-05-18,Bulgaria,677,6951482
2021-05-18,Croatia,116,4058165
2021-05-18,Cyprus,167,888005
2021-05-18,Czechia,1130,10693939
2021-05-18,Denmark,836,5822763
2021-05-18,Estonia,294,1328976
2021-05-18,Finland,144,5525292
2021-05-18,France,19775,67320216
2021-05-18,Germany,4209,83166711
2021-05-18,Greece,1395,10718565
2021-05-18,Hungary,382,9769526
2021-05-18,Iceland,11,364134
2021-05-18,Ireland,379,4964440
2021-05-18,Italy,3454,59641488
2021-05-18,Latvia,147,1907675
2021-05-18,Liechtenstein,2,38747
2021-05-18,Lithuania,527,2794090
2021-05-18,Luxembourg,162,626108
2021-05-18,Malta,2,514564
2021-05-18,Netherlands,2858,17407585
2021-05-18,Norway,982,5367580
2021-05-18,Poland,1111,37958138
2021-05-18,Portugal,199,10295909
2021-05-18,Romania,392,19328838
2021-05-18,Slovakia,472,5457873
2021-05-18,Slovenia,114,2095861
2021-05-18,Spain,3988,47332614
2021-05-18,Sweden,4643,10327589
2021-06-18,Austria,171,8901064
2021-06-18,Belgium,426,11522440
2021-06-18,Bulgaria,110,6951482
2021-06-18,Croatia,95,4058165
2021-06-18,Cyprus,65,888005
2021-06-18,Czechia,157,10693939
2021-06-18,Denmark,331,5822763
2021-06-18,Estonia,56,1328976
2021-06-18,Finland,55,5525292
2021-06-18,France,2786,67320216
2021-06-18,Germany,1076,83166711
2021-06-18,Greece,512,10718565
2021-06-18,Hungary,106,9769526
2021-06-18,Iceland,0,364134
2021-06-18,Ireland,364,4964440
2021-06-18,Italy,1323,59641488
2021-06-18,Latvia,141,1907675
2021-06-18,Liechtenstein,0,38747
2021-06-18,Lithuania,77,2794090
2021-06-18,Luxembourg,18,626108
2021-06-18,Malta,3,514564
2021-06-18,Netherlands,1059,17407585
2021-06-18,Norway,181,5367580
2021-06-18,Poland,215,37958138
2021-06-18,Portugal,1233,10295909
2021-06-18,Romania,87,19328838
2021-06-18,Slovakia,103,5457873
2021-06-18,Slovenia,83,2095861
2021-06-18,Spain,4214,47332614
2021-06-18,Sweden,600,10327589
2021-07-18,Austria,466,8901064
2021-07-18,Belgium,836,11522440
2021-07-18,Bulgaria,57,6951482
2021-07-18,Croatia,139,4058165
2021-07-18,Cyprus,928,888005
2021-07-18,Czechia,197,10693939
2021-07-18,Denmark,1030,5822763
2021-07-18,Estonia,41,1328976
2021-07-18,Finland,384,5525292
2021-07-18,France,10949,67320216
2021-07-18,Germany,1292,83166711
2021-07-18,Greece,2554,10718565
2021-07-18,Hungary,0,9769526
2021-07-18,Iceland,0,364134
2021-07-18,Ireland,1377,4964440
2021-07-18,Italy,3118,59641488
2021-07-18,Latvia,39,1907675
2021-07-18,Liechtenstein,0,38747
2021-07-18,Lithuania,83,2794090
2021-07-18,Luxembourg,0,626108
2021-07-18,Malta,195,514564
2021-07-18,Netherlands,11058,17407585
2021-07-18,Norway,0,5367580
2021-07-18,Poland,114,37958138
2021-07-18,Portugal,3677,10295909
2021-07-18,Romania,49,19328838
2021-07-18,Slovakia,11,5457873
2021-07-18,Slovenia,0,2095861
2021-07-18,Spain,0,47332614
2021-07-18,Sweden,6,10327589
2021-05-19,Austria,630,8901064
2021-05-19,Belgium,3185,11522440
2021-05-19,Bulgaria,457,6951482
2021-05-19,Croatia,491,4058165
2021-05-19,Cyprus,167,888005
2021-05-19,Czechia,1200,10693939
2021-05-19,Denmark,916,5822763
2021-05-19,Estonia,257,1328976
2021-05-19,Finland,149,5525292
2021-05-19,France,15502,67320216
2021-05-19,Germany,11040,83166711
2021-05-19,Greece,2781,10718565
2021-05-19,Hungary,633,9769526
2021-05-19,Iceland,1,364134
2021-05-19,Ireland,364,4964440
2021-05-19,Italy,4449,59641488
2021-05-19,Latvia,563,1907675
2021-05-19,Liechtenstein,1,38747
2021-05-19,Lithuania,732,2794090
2021-05-19,Luxembourg,49,626108
2021-05-19,Malta,3,514564
2021-05-19,Netherlands,5325,17407585
2021-05-19,Norway,201,5367580
2021-05-19,Poland,1734,37958138
2021-05-19,Portugal,386,10295909
2021-05-19,Romania,681,19328838
2021-05-19,Slovakia,455,5457873
2021-05-19,Slovenia,497,2095861
2021-05-19,Spain,6080,47332614
2021-05-19,Sweden,3409,10327589
2021-06-19,Austria,132,8901064
2021-06-19,Belgium,275,11522440
2021-06-19,Bulgaria,105,6951482
2021-06-19,Croatia,113,4058165
2021-06-19,Cyprus,76,888005
2021-06-19,Czechia,144,10693939
2021-06-19,Denmark,203,5822763
2021-06-19,Estonia,30,1328976
2021-06-19,Finland,73,5525292
2021-06-19,France,2439,67320216
2021-06-19,Germany,1108,83166711
2021-06-19,Greece,453,10718565
2021-06-19,Hungary,0,9769526
2021-06-19,Iceland,5,364134
2021-06-19,Ireland,307,4964440
2021-06-19,Italy,1147,59641488
2021-06-19,Latvia,108,1907675
2021-06-19,Liechtenstein,1,38747
2021-06-19,Lithuania,74,2794090
2021-06-19,Luxembourg,13,626108
2021-06-19,Malta,0,514564
2021-06-19,Netherlands,891,17407585
2021-06-19,Norway,219,5367580
2021-06-19,Poland,190,37958138
2021-06-19,Portugal,1298,10295909
2021-06-19,Romania,70,19328838
2021-06-19,Slovakia,51,5457873
2021-06-19,Slovenia,87,2095861
2021-06-19,Spain,0,47332614
2021-06-19,Sweden,18,10327589
2021-07-19,Austria,325,8901064
2021-07-19,Belgium,2124,11522440
2021-07-19,Bulgaria,35,6951482
2021-07-19,Croatia,107,4058165
2021-07-19,Cyprus,858,888005
2021-07-19,Czechia,116,10693939
2021-07-19,Denmark,641,5822763
2021-07-19,Estonia,34,1328976
2021-07-19,Finland,180,5525292
2021-07-19,France,12532,67320216
2021-07-19,Germany,546,83166711
2021-07-19,Greece,1558,10718565
2021-07-19,Hungary,139,9769526
2021-07-19,Iceland,0,364134
2021-07-19,Ireland,1149,4964440
2021-07-19,Italy,3126,59641488
2021-07-19,Latvia,33,1907675
2021-07-19,Liechtenstein,5,38747
2021-07-19,Lithuania,68,2794090
2021-07-19,Luxembourg,0,626108
2021-07-19,Malta,146,514564
2021-07-19,Netherlands,10188,17407585
2021-07-19,Norway,0,5367580
2021-07-19,Poland,69,37958138
2021-07-19,Portugal,3261,10295909
2021-07-19,Romania,44,19328838
2021-07-19,Slovakia,52,5457873
2021-07-19,Slovenia,30,2095861
2021-07-19,Spain,61628,47332614
2021-07-19,Sweden,628,10327589
2021-05-20,Austria,866,8901064
2021-05-20,Belgium,2448,11522440
2021-05-20,Bulgaria,361,6951482
2021-05-20,Croatia,1000,4058165
2021-05-20,Cyprus,135,888005
2021-05-20,Czechia,778,10693939
2021-05-20,Denmark,1088,5822763
2021-05-20,Estonia,327,1328976
2021-05-20,Finland,289,5525292
2021-05-20,France,13665,67320216
2021-05-20,Germany,12298,83166711
2021-05-20,Greece,2292,10718565
2021-05-20,Hungary,780,9769526
2021-05-20,Iceland,2,364134
2021-05-20,Ireland,525,4964440
2021-05-20,Italy,5500,59641488
2021-05-20,Latvia,609,1907675
2021-05-20,Liechtenstein,1,38747
2021-05-20,Lithuania,974,2794090
2021-05-20,Luxembourg,159,626108
2021-05-20,Malta,2,514564
2021-05-20,Netherlands,4548,17407585
2021-05-20,Norway,313,5367580
2021-05-20,Poland,2337,37958138
2021-05-20,Portugal,511,10295909
2021-05-20,Romania,707,19328838
2021-05-20,Slovakia,310,5457873
2021-05-20,Slovenia,532,2095861
2021-05-20,Spain,5733,47332614
2021-05-20,Sweden,3165,10327589
2021-06-20,Austria,149,8901064
2021-06-20,Belgium,136,11522440
2021-06-20,Bulgaria,41,6951482
2021-06-20,Croatia,84,4058165
2021-06-20,Cyprus,62,888005
2021-06-20,Czechia,63,10693939
2021-06-20,Denmark,243,5822763
2021-06-20,Estonia,25,1328976
2021-06-20,Finland,115,5525292
2021-06-20,France,2624,67320216
2021-06-20,Germany,842,83166711
2021-06-20,Greece,389,10718565
2021-06-20,Hungary,0,9769526
2021-06-20,Iceland,0,364134
2021-06-20,Ireland,390,4964440
2021-06-20,Italy,1193,59641488
2021-06-20,Latvia,84,1907675
2021-06-20,Liechtenstein,1,38747
2021-06-20,Lithuania,51,2794090
2021-06-20,Luxembourg,0,626108
2021-06-20,Malta,1,514564
2021-06-20,Netherlands,693,17407585
2021-06-20,Norway,0,5367580
2021-06-20,Poland,168,37958138
2021-06-20,Portugal,1183,10295909
2021-06-20,Romania,63,19328838
2021-06-20,Slovakia,43,5457873
2021-06-20,Slovenia,111,2095861
2021-06-20,Spain,0,47332614
2021-06-20,Sweden,1,10327589
2021-07-20,Austria,248,8901064
2021-07-20,Belgium,1947,11522440
2021-07-20,Bulgaria,113,6951482
2021-07-20,Croatia,18,4058165
2021-07-20,Cyprus,1056,888005
2021-07-20,Czechia,219,10693939
2021-07-20,Denmark,844,5822763
2021-07-20,Estonia,81,1328976
2021-07-20,Finland,156,5525292
2021-07-20,France,4151,67320216
2021-07-20,Germany,1183,83166711
2021-07-20,Greece,1834,10718565
2021-07-20,Hungary,25,9769526
2021-07-20,Iceland,0,364134
2021-07-20,Ireland,1101,4964440
2021-07-20,Italy,2070,59641488
2021-07-20,Latvia,25,1907675
2021-07-20,Liechtenstein,0,38747
2021-07-20,Lithuania,101,2794090
2021-07-20,Luxembourg,226,626108
2021-07-20,Malta,217,514564
2021-07-20,Netherlands,8876,17407585
2021-07-20,Norway,461,5367580
2021-07-20,Poland,67,37958138
2021-07-20,Portugal,1855,10295909
2021-07-20,Romania,46,19328838
2021-07-20,Slovakia,52,5457873
2021-07-20,Slovenia,87,2095861
2021-07-20,Spain,27286,47332614
2021-07-20,Sweden,516,10327589
2021-05-21,Austria,603,8901064
2021-05-21,Belgium,2475,11522440
2021-05-21,Bulgaria,368,6951482
2021-05-21,Croatia,695,4058165
2021-05-21,Cyprus,77,888005
2021-05-21,Czechia,677,10693939
2021-05-21,Denmark,1214,5822763
2021-05-21,Estonia,225,1328976
2021-05-21,Finland,259,5525292
2021-05-21,France,12536,67320216
2021-05-21,Germany,8769,83166711
2021-05-21,Greece,1886,10718565
2021-05-21,Hungary,657,9769526
2021-05-21,Iceland,4,364134
2021-05-21,Ireland,446,4964440
2021-05-21,Italy,5736,59641488
2021-05-21,Latvia,497,1907675
2021-05-21,Liechtenstein,3,38747
2021-05-21,Lithuania,915,2794090
2021-05-21,Luxembourg,67,626108
2021-05-21,Malta,6,514564
2021-05-21,Netherlands,4616,17407585
2021-05-21,Norway,478,5367580
2021-05-21,Poland,2090,37958138
2021-05-21,Portugal,451,10295909
2021-05-21,Romania,618,19328838
2021-05-21,Slovakia,398,5457873
2021-05-21,Slovenia,364,2095861
2021-05-21,Spain,4792,47332614
2021-05-21,Sweden,2319,10327589
2021-06-21,Austria,109,8901064
2021-06-21,Belgium,487,11522440
2021-06-21,Bulgaria,27,6951482
2021-06-21,Croatia,58,4058165
2021-06-21,Cyprus,61,888005
2021-06-21,Czechia,57,10693939
